"","V","p.value","-log10(p)","FDR"
"158.984169623657/171.891016233183",7,0.30952,0.50931,0.58202
"163.148186082266/23.6225694296128",18,0.30952,0.50931,0.58202
"166.026142900973/126.024340058066",7,0.30952,0.50931,0.58202
"166.072459566633/45.3496659441576",18,0.30952,0.50931,0.58202
"173.501783281301/124.761824298602",18,0.30952,0.50931,0.58202
"175.05890424506/80.1786782082522",7,0.30952,0.50931,0.58202
"186.539383332941/125.664462223852",7,0.30952,0.50931,0.58202
"198.052790960332/30.0835574994949",18,0.30952,0.50931,0.58202
"207.005291932124/261.284700623173",18,0.30952,0.50931,0.58202
"209.128590619449/43.0076085482947",18,0.30952,0.50931,0.58202
"217.066624579749/103.140932905195",18,0.30952,0.50931,0.58202
"221.980251623542/133.489543335283",7,0.30952,0.50931,0.58202
"225.069044206829/60.4852536934775",18,0.30952,0.50931,0.58202
"227.015569072148/121.750478798537",7,0.30952,0.50931,0.58202
"227.183475928403/26.4756066603762",18,0.30952,0.50931,0.58202
"229.199251969544/27.7349655170742",18,0.30952,0.50931,0.58202
"233.129683917158/29.6897013086813",7,0.30952,0.50931,0.58202
"235.092459002503/271.112113863493",7,0.30952,0.50931,0.58202
"237.096588827979/278.206092064811",7,0.30952,0.50931,0.58202
"237.990036146919/190.095937149397",18,0.30952,0.50931,0.58202
"260.196820105933/79.9459954728197",18,0.30952,0.50931,0.58202
"265.42870829235/145.448299168027",18,0.30952,0.50931,0.58202
"272.855030810377/160.984899195025",18,0.30952,0.50931,0.58202
"273.121207597937/65.1488526067807",18,0.30952,0.50931,0.58202
"285.967627957766/69.6570748188932",18,0.30952,0.50931,0.58202
"314.180792724223/29.9678754234848",18,0.30952,0.50931,0.58202
"315.421151567267/137.958703027242",18,0.30952,0.50931,0.58202
"316.321093861857/26.2458223846472",7,0.30952,0.50931,0.58202
"317.055910634133/224.190621373793",7,0.30952,0.50931,0.58202
"317.758619463018/52.9870101242199",18,0.30952,0.50931,0.58202
"328.028048786056/65.8690093987635",7,0.30952,0.50931,0.58202
"344.865630452738/59.9106039322214",7,0.30952,0.50931,0.58202
"346.862656554096/57.44931442439",7,0.30952,0.50931,0.58202
"350.458573419077/139.143406218408",18,0.30952,0.50931,0.58202
"358.208920434292/50.6282563812371",18,0.30952,0.50931,0.58202
"361.021177661246/61.7328589617989",7,0.30952,0.50931,0.58202
"385.980608218782/174.236063435987",7,0.30952,0.50931,0.58202
"389.713266438532/40.3761108738933",7,0.30952,0.50931,0.58202
"393.250182390278/36.5399175970133",18,0.30952,0.50931,0.58202
"422.036688940244/175.480290984509",18,0.30952,0.50931,0.58202
"429.300873132842/31.8229771695292",18,0.30952,0.50931,0.58202
"432.238385612834/28.93803131076",18,0.30952,0.50931,0.58202
"448.990415514705/53.6092346479626",7,0.30952,0.50931,0.58202
"461.77749443041/41.2474549418814",7,0.30952,0.50931,0.58202
"473.32642821209/29.5559204132049",18,0.30952,0.50931,0.58202
"483.47689642658/26.9227210515155",18,0.30952,0.50931,0.58202
"634.452640618024/29.2326632344471",18,0.30952,0.50931,0.58202
"647.436562944405/28.7804823032102",7,0.30952,0.50931,0.58202
"717.525799382441/41.3339940263532",18,0.30952,0.50931,0.58202
"730.572950473355/30.8974074100781",18,0.30952,0.50931,0.58202
"740.46281003619/44.9277987367961",18,0.30952,0.50931,0.58202
"740.800979182807/58.5428756881428",18,0.30952,0.50931,0.58202
"746.775462106985/240.703696032452",18,0.30952,0.50931,0.58202
"746.901390408792/65.8690001747297",7,0.30952,0.50931,0.58202
"768.554328524194/33.651640115732",7,0.30952,0.50931,0.58202
"783.549375714567/54.3764022408486",18,0.30952,0.50931,0.58202
"858.461440544996/55.4487508513339",7,0.30952,0.50931,0.58202
"999.647261820453/31.9497511051521",18,0.30952,0.50931,0.58202
"1065.46156806769/68.2608336875628",18,0.30952,0.50931,0.58202
"1094.61555304888/149.827862948156",7,0.30952,0.50931,0.58202
"1156.44685229534/68.0268075870006",18,0.30952,0.50931,0.58202
"532.382950391422/27.2540479159994",17.5,0.32739,0.48494,0.61514
"117.153995833599/62.0182507847469",17.5,0.33211,0.47872,0.61844
"158.086910083282/35.4476952977509",17.5,0.33211,0.47872,0.61844
"199.969805915066/53.3133618594462",17.5,0.33211,0.47872,0.61844
"245.909823051788/142.469156965422",7.5,0.33211,0.47872,0.61844
"381.843316771197/135.251391691231",17.5,0.33211,0.47872,0.61844
"580.420168044268/30.0368234310295",17.5,0.33211,0.47872,0.61844
"758.917899904941/54.7996275671171",17.5,0.33211,0.47872,0.61844
"770.540513576277/47.1266074396138",17.5,0.33211,0.47872,0.61844
"926.503500093991/45.5112109773009",7.5,0.33211,0.47872,0.61844
"974.638178511895/50.3603660034992",17.5,0.33211,0.47872,0.61844
"1020.80492406862/67.8994224012553",17.5,0.33211,0.47872,0.61844
"1247.43253151552/67.9138358493313",17.5,0.33211,0.47872,0.61844
"444.332052213792/27.5421852851509",17.5,0.33367,0.47669,0.62087
"415.211348945339/27.1185528859052",17.5,0.33978,0.4688,0.63178
"93.7949699758544/113.54553819079",7.5,0.34574,0.46125,0.63347
"104.030293595403/181.880629009903",17.5,0.34574,0.46125,0.63347
"167.048539365334/111.320896335141",7.5,0.34574,0.46125,0.63347
"178.122700823878/229.145228797753",7.5,0.34574,0.46125,0.63347
"397.271638157054/31.9926014218658",7.5,0.34574,0.46125,0.63347
"421.289432884903/28.7393015459854",7.5,0.34574,0.46125,0.63347
"423.274869683963/35.9422215860559",7.5,0.34574,0.46125,0.63347
"467.996699864701/63.5708910973276",7.5,0.34574,0.46125,0.63347
"489.315024719417/36.5157307448202",7.5,0.34574,0.46125,0.63347
"502.942028905684/62.1095821928184",7.5,0.34574,0.46125,0.63347
"506.699988597808/63.8498865724348",7.5,0.34574,0.46125,0.63347
"512.66116977757/56.0421304164816",7.5,0.34574,0.46125,0.63347
"547.370236896235/51.8099731914225",7.5,0.34574,0.46125,0.63347
"562.825483377085/61.9014518940208",7.5,0.34574,0.46125,0.63347
"583.369824050946/32.6297750071191",17.5,0.34574,0.46125,0.63347
"764.622297023507/54.8517551366712",7.5,0.34574,0.46125,0.63347
"780.517974188295/32.2737583504659",7.5,0.34574,0.46125,0.63347
"884.595908024191/27.2954348095442",7.5,0.34574,0.46125,0.63347
"897.399439071956/54.3616943101943",7.5,0.34574,0.46125,0.63347
"91.0243834571624/187.452812402146",17,0.34652,0.46027,0.63347
"382.989293266594/58.4059501652357",17,0.34652,0.46027,0.63347
"983.153460402834/52.1308885710022",17,0.34652,0.46027,0.63347
"1056.81562786407/70.8631099404146",17,0.34652,0.46027,0.63347
"712.344463255628/53.1885849956342",8,0.37275,0.42858,0.67039
"803.890833651401/67.4284612740198",17,0.37275,0.42858,0.67039
"488.357954838501/29.6917448264852",17,0.38084,0.41926,0.67039
"115.063256112097/38.6622186340873",8,0.38863,0.41046,0.67039
"222.952148336135/116.500729444494",8,0.38863,0.41046,0.67039
"240.856005687356/81.9362978839096",8,0.38863,0.41046,0.67039
"264.977364002522/113.219966843196",8,0.38863,0.41046,0.67039
"265.298188376823/116.607926367969",8,0.38863,0.41046,0.67039
"283.993298305659/117.222028249287",8,0.38863,0.41046,0.67039
"309.277293962878/118.224022531919",8,0.38863,0.41046,0.67039
"324.452103599366/116.445017874389",8,0.38863,0.41046,0.67039
"330.954657255973/116.485185527967",8,0.38863,0.41046,0.67039
"352.813558044052/64.5415341766926",8,0.38863,0.41046,0.67039
"359.921017524861/97.8942554018075",8,0.38863,0.41046,0.67039
"382.717001910526/63.2886787607226",8,0.38863,0.41046,0.67039
"428.847302110104/68.531916120569",8,0.38863,0.41046,0.67039
"515.356943434053/28.7983811796847",8,0.38863,0.41046,0.67039
"518.894819517271/61.8779919027402",8,0.38863,0.41046,0.67039
"570.847255616404/60.761501288516",8,0.38863,0.41046,0.67039
"589.04712788802/60.3495978235207",8,0.38863,0.41046,0.67039
"644.447290059712/51.6096521478059",8,0.38863,0.41046,0.67039
"665.418837237683/37.3775631027807",17,0.38863,0.41046,0.67039
"752.78090542722/89.8117320970124",8,0.38863,0.41046,0.67039
"853.832788928589/68.1233960414573",8,0.38863,0.41046,0.67039
"920.752386771523/79.0752034374747",8,0.38863,0.41046,0.67039
"925.769860691811/67.4831544242688",8,0.38863,0.41046,0.67039
"1004.76055299569/69.0760505468228",8,0.38863,0.41046,0.67039
"1046.71944313829/92.1027106590576",8,0.38863,0.41046,0.67039
"1090.76734391725/68.7767330589809",8,0.38863,0.41046,0.67039
"1098.75305429534/69.6104398341835",8,0.38863,0.41046,0.67039
"1132.74911466513/68.9749417775209",8,0.38863,0.41046,0.67039
"1189.425801789/68.2975982004477",8,0.38863,0.41046,0.67039
"1206.75904231226/68.3072659554247",8,0.38863,0.41046,0.67039
"1228.73990576065/67.9960538857907",8,0.38863,0.41046,0.67039
"158.483087091725/138.146594966944",8,0.39761,0.40054,0.67039
"174.090771733142/142.225146746248",17,0.39761,0.40054,0.67039
"281.821948527793/50.0397373942838",17,0.39761,0.40054,0.67039
"312.857781591124/65.8660761942736",8,0.39761,0.40054,0.67039
"398.691025762765/58.9516307608346",8,0.39761,0.40054,0.67039
"415.042170848557/120.31110811451",8,0.39761,0.40054,0.67039
"422.842903739953/139.534277019597",8,0.39761,0.40054,0.67039
"510.812892451222/71.93967339933",8,0.39761,0.40054,0.67039
"520.825489672064/57.0299053187677",17,0.39761,0.40054,0.67039
"552.769465559575/67.2429369807758",8,0.39761,0.40054,0.67039
"580.733868942997/63.0192849035913",17,0.39761,0.40054,0.67039
"640.942797818616/105.330850350019",17,0.39761,0.40054,0.67039
"759.319316879915/69.3715007364723",8,0.39761,0.40054,0.67039
"773.857655068704/56.5106548723624",17,0.39761,0.40054,0.67039
"825.620293083227/39.7566033816586",17,0.39761,0.40054,0.67039
"905.779949527014/67.6949056318777",8,0.39761,0.40054,0.67039
"1111.4559491265/68.0004723238657",17,0.39761,0.40054,0.67039
"1252.75258252754/67.733555044447",8,0.39761,0.40054,0.67039
"400.305675070882/26.1280801916177",17,0.39908,0.39895,0.67039
"119.514405952162/109.801077017819",8,0.40053,0.39737,0.67039
"113.115395785878/206.702359303957",8,0.40197,0.39581,0.67039
"119.081539904225/171.41513828001",8,0.40197,0.39581,0.67039
"129.138617243451/205.888790827376",8,0.40197,0.39581,0.67039
"189.08702720346/129.514256515696",8,0.40197,0.39581,0.67039
"224.966481157803/138.100357853391",17,0.40197,0.39581,0.67039
"275.934479403819/156.615583401269",8,0.40197,0.39581,0.67039
"279.170198068788/35.7251924341462",17,0.40197,0.39581,0.67039
"282.976356382691/141.861078164164",8,0.40197,0.39581,0.67039
"338.3415059638/27.6881121631149",17,0.40197,0.39581,0.67039
"341.305013373648/20.873710040489",17,0.40197,0.39581,0.67039
"374.816208694511/59.5752438952739",17,0.40197,0.39581,0.67039
"379.248638251898/36.5201897367009",8,0.40197,0.39581,0.67039
"385.937900917827/56.2393229501399",17,0.40197,0.39581,0.67039
"388.254004927/32.2161046331594",8,0.40197,0.39581,0.67039
"403.896466148725/137.083933023254",17,0.40197,0.39581,0.67039
"429.022412294072/160.737516043705",8,0.40197,0.39581,0.67039
"476.217691754358/42.6851117207989",8,0.40197,0.39581,0.67039
"532.613784662973/27.8028428233198",8,0.40197,0.39581,0.67039
"566.867510541899/28.9231812921288",8,0.40197,0.39581,0.67039
"724.885787065411/71.7108366036093",17,0.40197,0.39581,0.67039
"764.520297550051/30.6676679626377",17,0.40197,0.39581,0.67039
"778.593438928877/54.3245446077164",17,0.40197,0.39581,0.67039
"840.342552985368/68.170989501953",17,0.40197,0.39581,0.67039
"968.340634006943/55.4837599578066",17,0.40197,0.39581,0.67039
"976.314419771995/68.2206813711305",17,0.40197,0.39581,0.67039
"100.093576109532/232.986172678361",17,0.42063,0.37609,0.67039
"102.042138636865/144.499099317896",17,0.42063,0.37609,0.67039
"102.317665430716/136.278412031515",17,0.42063,0.37609,0.67039
"102.532372699961/183.485037572611",17,0.42063,0.37609,0.67039
"103.823462142283/47.8503243656585",17,0.42063,0.37609,0.67039
"104.100420338404/48.6476196127068",17,0.42063,0.37609,0.67039
"111.039128116575/207.902735076389",8,0.42063,0.37609,0.67039
"112.061882148283/211.461234847065",17,0.42063,0.37609,0.67039
"113.999048198001/127.042866062891",17,0.42063,0.37609,0.67039
"114.497404587913/135.922614750953",17,0.42063,0.37609,0.67039
"119.12601558676/204.345135054402",8,0.42063,0.37609,0.67039
"128.117032454823/25.6099100424312",17,0.42063,0.37609,0.67039
"129.065860883482/235.415613270479",17,0.42063,0.37609,0.67039
"131.089640926007/66.0438402872426",17,0.42063,0.37609,0.67039
"131.520814990361/111.826019899764",8,0.42063,0.37609,0.67039
"132.065554491205/134.901099532628",8,0.42063,0.37609,0.67039
"132.075138286414/265.581838148051",17,0.42063,0.37609,0.67039
"133.097155174173/99.7793144732665",17,0.42063,0.37609,0.67039
"134.044802873868/138.197090919665",8,0.42063,0.37609,0.67039
"138.906540114369/116.968918897193",8,0.42063,0.37609,0.67039
"139.123053955407/225.586997765138",17,0.42063,0.37609,0.67039
"142.05431390361/108.699588984787",17,0.42063,0.37609,0.67039
"148.03398190421/49.7428661532811",17,0.42063,0.37609,0.67039
"153.054670993512/277.125730832755",17,0.42063,0.37609,0.67039
"163.479331599404/116.317772659055",17,0.42063,0.37609,0.67039
"170.041767323991/92.9240071545585",8,0.42063,0.37609,0.67039
"173.132554105713/27.3689500341371",17,0.42063,0.37609,0.67039
"178.090339455002/182.563335204833",8,0.42063,0.37609,0.67039
"184.618371789795/79.769714732623",17,0.42063,0.37609,0.67039
"187.071387204584/155.4625142439",17,0.42063,0.37609,0.67039
"193.162851033964/34.4796809937454",17,0.42063,0.37609,0.67039
"204.029335353809/23.3831310883829",17,0.42063,0.37609,0.67039
"212.149316712035/28.2339986221197",17,0.42063,0.37609,0.67039
"215.01449804402/288.406619328913",8,0.42063,0.37609,0.67039
"217.104575099401/242.8923872457",8,0.42063,0.37609,0.67039
"221.169853378743/39.3698642829636",8,0.42063,0.37609,0.67039
"223.988780125653/137.585346213553",17,0.42063,0.37609,0.67039
"228.195888986314/24.6786840047733",17,0.42063,0.37609,0.67039
"236.095818889654/275.643467095335",8,0.42063,0.37609,0.67039
"239.148939645673/237.632189105673",8,0.42063,0.37609,0.67039
"243.026449024714/234.641733802787",8,0.42063,0.37609,0.67039
"244.190717485986/24.6310724875779",17,0.42063,0.37609,0.67039
"249.108056442928/83.6816968067939",8,0.42063,0.37609,0.67039
"251.160808002593/80.06327102257",17,0.42063,0.37609,0.67039
"252.918442559104/157.446732139453",8,0.42063,0.37609,0.67039
"256.940969139459/67.0429708143216",8,0.42063,0.37609,0.67039
"263.087304421069/258.434706442708",8,0.42063,0.37609,0.67039
"265.976131188367/116.488253846586",8,0.42063,0.37609,0.67039
"267.268202051608/35.9197090102171",17,0.42063,0.37609,0.67039
"268.103945625095/40.4734436244471",17,0.42063,0.37609,0.67039
"270.1547603103/31.0760754718392",17,0.42063,0.37609,0.67039
"288.003826751222/170.751850702901",8,0.42063,0.37609,0.67039
"302.439545703522/116.27159174597",8,0.42063,0.37609,0.67039
"308.826462226169/58.390517820246",8,0.42063,0.37609,0.67039
"310.310323325078/24.4663336406038",17,0.42063,0.37609,0.67039
"313.143152360477/240.199843743936",17,0.42063,0.37609,0.67039
"321.182314738847/30.0947530098402",17,0.42063,0.37609,0.67039
"339.345143462973/27.5845604287582",17,0.42063,0.37609,0.67039
"353.955167505627/70.3578076606858",17,0.42063,0.37609,0.67039
"382.301039186296/26.1428929836008",8,0.42063,0.37609,0.67039
"387.977964191494/72.7793406160025",8,0.42063,0.37609,0.67039
"391.882820111816/53.4164934475233",8,0.42063,0.37609,0.67039
"393.209351589491/34.2152450075664",8,0.42063,0.37609,0.67039
"413.890716832438/101.265500330668",8,0.42063,0.37609,0.67039
"418.799133690328/57.1692015623438",8,0.42063,0.37609,0.67039
"419.000551391971/72.5871313561418",17,0.42063,0.37609,0.67039
"430.094072325905/239.670657368945",8,0.42063,0.37609,0.67039
"436.775059073704/34.7847404646311",17,0.42063,0.37609,0.67039
"441.990963275982/139.177115035729",8,0.42063,0.37609,0.67039
"441.991184137774/271.620726266339",8,0.42063,0.37609,0.67039
"453.140532745013/103.490410592557",8,0.42063,0.37609,0.67039
"453.143114302152/29.9289080063175",8,0.42063,0.37609,0.67039
"459.280368763131/33.786372179125",17,0.42063,0.37609,0.67039
"483.958053184627/165.418610154281",8,0.42063,0.37609,0.67039
"484.293949088704/41.6195587194029",8,0.42063,0.37609,0.67039
"496.340027075925/42.079668539905",8,0.42063,0.37609,0.67039
"500.828432344801/28.5610426057319",8,0.42063,0.37609,0.67039
"522.293672324302/40.2129790176679",8,0.42063,0.37609,0.67039
"534.715609899515/56.5078256807793",8,0.42063,0.37609,0.67039
"542.346094920963/31.8754701450121",17,0.42063,0.37609,0.67039
"544.854532535336/30.8147241720438",8,0.42063,0.37609,0.67039
"553.867892923209/30.3434815393023",8,0.42063,0.37609,0.67039
"557.283798475504/159.996152567702",17,0.42063,0.37609,0.67039
"560.387692957434/28.7651309678201",8,0.42063,0.37609,0.67039
"575.381588337995/43.7984378973512",17,0.42063,0.37609,0.67039
"578.417834398111/28.3874199493664",17,0.42063,0.37609,0.67039
"582.646368489736/56.6178485530149",8,0.42063,0.37609,0.67039
"583.394421676656/44.6045148461635",17,0.42063,0.37609,0.67039
"583.865572276424/66.4063453969856",8,0.42063,0.37609,0.67039
"598.340447106117/48.4509425568891",8,0.42063,0.37609,0.67039
"599.337397178745/41.2422309536465",8,0.42063,0.37609,0.67039
"599.883134439044/34.1793285157318",17,0.42063,0.37609,0.67039
"610.391262201426/28.1250664838618",17,0.42063,0.37609,0.67039
"639.310632473114/27.4266876665213",17,0.42063,0.37609,0.67039
"648.798350300486/254.969693395282",17,0.42063,0.37609,0.67039
"654.332726976757/24.8042536946499",17,0.42063,0.37609,0.67039
"677.857008576926/67.6689330839277",8,0.42063,0.37609,0.67039
"698.562348014102/55.8623667468821",8,0.42063,0.37609,0.67039
"711.498126414897/28.2838175221194",17,0.42063,0.37609,0.67039
"737.918294069047/241.40334074356",17,0.42063,0.37609,0.67039
"737.922528344694/158.176970253917",8,0.42063,0.37609,0.67039
"738.907918790838/67.6667866268486",17,0.42063,0.37609,0.67039
"745.555557543783/33.9229620308679",17,0.42063,0.37609,0.67039
"759.476529643519/28.6693605055893",17,0.42063,0.37609,0.67039
"759.571980068974/37.0000084082051",17,0.42063,0.37609,0.67039
"766.539683400266/33.001160390189",17,0.42063,0.37609,0.67039
"767.575700731322/50.4524165587716",8,0.42063,0.37609,0.67039
"769.558185158528/35.0396960542663",17,0.42063,0.37609,0.67039
"772.530413887512/54.1155627578093",17,0.42063,0.37609,0.67039
"782.573226198836/35.6019307132387",17,0.42063,0.37609,0.67039
"784.828343690742/74.0740381077013",17,0.42063,0.37609,0.67039
"801.739234089415/56.615148708512",8,0.42063,0.37609,0.67039
"806.567878980961/33.8442363629321",17,0.42063,0.37609,0.67039
"828.554850599449/34.8730107927107",8,0.42063,0.37609,0.67039
"829.54708877716/36.342987565936",8,0.42063,0.37609,0.67039
"833.587886708118/34.3148433513192",8,0.42063,0.37609,0.67039
"860.714104220808/228.495270525895",8,0.42063,0.37609,0.67039
"904.584292011724/43.4057192362834",8,0.42063,0.37609,0.67039
"951.78010126224/66.7593114568026",17,0.42063,0.37609,0.67039
"997.475436904514/68.1557973559968",17,0.42063,0.37609,0.67039
"999.867954666861/68.1483891845054",17,0.42063,0.37609,0.67039
"1224.10017545841/68.2374144451495",17,0.42063,0.37609,0.67039
"90.7388320502105/76.2601386846705",16.5,0.45064,0.34617,0.71186
"98.9868061630096/256.577586619509",16.5,0.45064,0.34617,0.71186
"102.036830390263/143.53455905798",16.5,0.45064,0.34617,0.71186
"112.99099105703/126.151591430388",16.5,0.45064,0.34617,0.71186
"117.107489416707/53.8886714275066",16.5,0.45064,0.34617,0.71186
"131.102667875079/97.4955950088073",16.5,0.45064,0.34617,0.71186
"479.3088668336/37.2350552512525",16.5,0.45064,0.34617,0.71186
"644.914814523323/66.5236424306506",16.5,0.45064,0.34617,0.71186
"748.715020997759/57.1272944085706",16.5,0.45064,0.34617,0.71186
"760.603924706586/55.5159105222642",16.5,0.45064,0.34617,0.71186
"796.513170170342/39.6432271784978",16.5,0.45064,0.34617,0.71186
"863.573753266579/42.9719121289637",8.5,0.45064,0.34617,0.71186
"998.143500744237/67.7810294143387",16.5,0.45064,0.34617,0.71186
"1107.44441914155/68.1198449767879",16.5,0.45064,0.34617,0.71186
"122.666220085914/112.442836741954",8.5,0.46334,0.3341,0.7255
"148.116161988952/91.9385913218116",16.5,0.46334,0.3341,0.7255
"202.214283791496/113.915782320554",8.5,0.46334,0.3341,0.7255
"219.648218386198/28.2975360775066",16.5,0.46334,0.3341,0.7255
"219.877441149405/138.355726600766",16.5,0.46334,0.3341,0.7255
"243.825957622092/52.9625549527252",16.5,0.46334,0.3341,0.7255
"262.289364176495/116.851928047936",8.5,0.46334,0.3341,0.7255
"469.778672381983/39.9616889085224",8.5,0.46334,0.3341,0.7255
"470.722787007202/56.47069849383",8.5,0.46334,0.3341,0.7255
"491.321209764214/36.6681948950749",16.5,0.46334,0.3341,0.7255
"590.804901971883/66.5695573184243",8.5,0.46334,0.3341,0.7255
"799.741769369432/55.448815044072",8.5,0.46334,0.3341,0.7255
"829.556559514874/32.9186828083236",8.5,0.46334,0.3341,0.7255
"929.62213391698/27.9969546888977",8.5,0.46334,0.3341,0.7255
"410.759624676662/62.2716008418797",16,0.48018,0.3186,0.74904
"779.85138613527/54.1118299316822",16,0.48018,0.3186,0.74904
"892.704113757384/66.9996186502816",16,0.48018,0.3186,0.74904
"1175.43186125961/67.2058517417162",16,0.48018,0.3186,0.74904
"1202.10375281963/67.9888779844503",16,0.48018,0.3186,0.74904
"1242.252073768/67.8640795221142",16,0.48018,0.3186,0.74904
"324.928291201799/66.8134338245181",9,0.50381,0.29773,0.75943
"404.68283277021/58.7438958629328",9,0.50381,0.29773,0.75943
"792.771043754981/68.6881392741764",9,0.50381,0.29773,0.75943
"855.57647087831/51.7998680519114",16,0.50381,0.29773,0.75943
"150.013841713866/81.8959738013637",9,0.5179,0.28575,0.75943
"202.997390080121/151.353009850766",9,0.5179,0.28575,0.75943
"216.439985825335/139.712245145721",16,0.5179,0.28575,0.75943
"245.926902718063/66.9108292510162",9,0.5179,0.28575,0.75943
"250.929735996356/126.476019450446",9,0.5179,0.28575,0.75943
"272.807857610463/63.8861150315725",9,0.5179,0.28575,0.75943
"289.992807341243/117.797918566603",9,0.5179,0.28575,0.75943
"302.604971904826/117.798517794947",9,0.5179,0.28575,0.75943
"316.898129889275/124.828967216138",9,0.5179,0.28575,0.75943
"322.943618671451/145.300595305814",9,0.5179,0.28575,0.75943
"373.905543370014/62.918294510795",16,0.5179,0.28575,0.75943
"420.92091312067/149.168358049715",9,0.5179,0.28575,0.75943
"456.893965345747/62.968100746703",9,0.5179,0.28575,0.75943
"467.209751348833/89.8927204048589",9,0.5179,0.28575,0.75943
"508.844905263146/62.8253890505991",9,0.5179,0.28575,0.75943
"535.859629800393/79.7870413356692",9,0.5179,0.28575,0.75943
"578.914828189095/61.1129854024041",9,0.5179,0.28575,0.75943
"788.326972140071/68.3904750720082",9,0.5179,0.28575,0.75943
"824.507238097081/55.8437715772283",9,0.5179,0.28575,0.75943
"828.684820186886/59.577272590145",9,0.5179,0.28575,0.75943
"842.63868261384/53.4695693827966",9,0.5179,0.28575,0.75943
"852.812776032982/69.692247790277",9,0.5179,0.28575,0.75943
"990.260945771049/55.7186725415105",9,0.5179,0.28575,0.75943
"1210.66149520749/94.3263172639385",9,0.5179,0.28575,0.75943
"1242.67580773341/90.9124784540903",9,0.5179,0.28575,0.75943
"105.981450263873/136.302897758677",16,0.52581,0.27917,0.75943
"123.045625889589/138.972461365513",9,0.52581,0.27917,0.75943
"179.474564971254/129.158526476681",16,0.52581,0.27917,0.75943
"350.990027815135/60.4673558360289",9,0.52581,0.27917,0.75943
"450.290903032959/38.5205593047921",9,0.52581,0.27917,0.75943
"468.025929597389/80.6731580331392",9,0.52581,0.27917,0.75943
"536.804633468719/60.8089748940118",16,0.52581,0.27917,0.75943
"648.441358742052/38.5265225905929",16,0.52581,0.27917,0.75943
"676.788031442783/96.0289971275843",9,0.52581,0.27917,0.75943
"766.686285199002/54.2357012365581",16,0.52581,0.27917,0.75943
"774.823066983453/67.1580336167611",9,0.52581,0.27917,0.75943
"780.810762772563/56.7553249644769",9,0.52581,0.27917,0.75943
"876.803252186597/67.6233361570878",9,0.52581,0.27917,0.75943
"897.435956381187/52.726921523756",9,0.52581,0.27917,0.75943
"936.802037394921/68.0019598882575",16,0.52581,0.27917,0.75943
"1072.27922791976/67.224892838519",9,0.52581,0.27917,0.75943
"1120.27885546447/67.8135108499801",9,0.52581,0.27917,0.75943
"1134.11617576922/67.8001988221007",16,0.52581,0.27917,0.75943
"1180.28099685743/67.9803974071841",16,0.52581,0.27917,0.75943
"709.493170793738/27.1721099776276",16,0.52709,0.27812,0.75943
"495.841721951925/33.2674682303986",9,0.52836,0.27707,0.75943
"92.2789178652471/67.6775640305237",16,0.52962,0.27604,0.75943
"112.519584117575/102.085182613182",16,0.52962,0.27604,0.75943
"177.451511034523/138.784455312988",16,0.52962,0.27604,0.75943
"178.122631143731/286.027636851885",16,0.52962,0.27604,0.75943
"199.180589556735/267.644572177005",9,0.52962,0.27604,0.75943
"223.074627652395/175.409383149045",9,0.52962,0.27604,0.75943
"225.070553716907/174.492415409037",9,0.52962,0.27604,0.75943
"270.958131500032/58.3787148573912",9,0.52962,0.27604,0.75943
"448.749302096501/57.5278562093976",16,0.52962,0.27604,0.75943
"467.98852859833/97.055172021831",16,0.52962,0.27604,0.75943
"554.973231821996/64.787178956184",9,0.52962,0.27604,0.75943
"619.829799398808/68.1755296118501",9,0.52962,0.27604,0.75943
"625.39359769399/43.9902982888429",9,0.52962,0.27604,0.75943
"742.798619348607/66.8822340002874",9,0.52962,0.27604,0.75943
"817.71007532517/54.4360187826708",16,0.52962,0.27604,0.75943
"983.802966795973/67.5237114411548",9,0.52962,0.27604,0.75943
"1088.46035151959/68.1107140233148",16,0.52962,0.27604,0.75943
"89.0382486350421/174.744680073482",9,0.54762,0.26152,0.75943
"95.0488991805766/70.8749864856101",16,0.54762,0.26152,0.75943
"98.7211582696782/161.99303106932",16,0.54762,0.26152,0.75943
"112.041022289029/179.446360147",9,0.54762,0.26152,0.75943
"112.112052020616/242.366720547949",9,0.54762,0.26152,0.75943
"112.558596128196/26.730792268916",16,0.54762,0.26152,0.75943
"117.743769219425/63.8053642004756",9,0.54762,0.26152,0.75943
"118.098872865436/229.53612685339",16,0.54762,0.26152,0.75943
"119.126048602973/251.587563542465",9,0.54762,0.26152,0.75943
"124.039405723294/229.9549305435",9,0.54762,0.26152,0.75943
"126.147031653884/102.305221421706",9,0.54762,0.26152,0.75943
"129.102263092368/48.4007876098735",16,0.54762,0.26152,0.75943
"130.142041633579/179.251440955553",9,0.54762,0.26152,0.75943
"130.159069364706/30.15760866127",16,0.54762,0.26152,0.75943
"132.554262248745/178.882618189219",16,0.54762,0.26152,0.75943
"135.120925770756/95.2833517241958",9,0.54762,0.26152,0.75943
"135.120927321387/240.769657322131",9,0.54762,0.26152,0.75943
"136.061889535122/186.006814545726",16,0.54762,0.26152,0.75943
"147.030396869265/36.3816766978293",16,0.54762,0.26152,0.75943
"149.023347239904/228.864739009861",16,0.54762,0.26152,0.75943
"149.116447615497/93.0749908217998",9,0.54762,0.26152,0.75943
"154.049956029593/63.3967415066981",16,0.54762,0.26152,0.75943
